,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
5473,False,/5gPUA8ABoBK4D1GUkL1NXTSS8Wq.jpg,"[35, 18, 10749]",10409,en,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",11.97,/usXL7s72m1NlcROo42Y0hpbeEdO.jpg,1992-08-20,Strictly Ballroom,False,6.6,273
5474,False,/fx70AwHSIDkX6U8WNfUQW53SoU3.jpg,"[10752, 18]",440626,ru,Собибор,"The film is based on a real story that happened in 1943 in the Sobibor concentration camp in German-occupied Poland. The main character of the movie is the Soviet-Jewish soldier Alexander Pechersky, who at that time was serving in the Red Army as a lieutenant. In October 1943, he was captured by the Nazis and deported to the Sobibor concentration camp, where Jews were being exterminated in gas chambers. But, in just 3 weeks, Alexander was able to plan an international uprising of prisoners from Poland and Western Europe. This uprising resulted in being the only successful one throughout the war, which led to the largest escape of prisoners from a Nazi concentration camp.",16.902,/dnexT2if0lRTp8jsGSOY4JVAnnj.jpg,2018-05-03,Sobibor,False,6.6,238
5475,False,/1qXwGPLvlLVod4EFN6X5Mm3ZiaS.jpg,"[18, 53, 28, 12]",75174,en,The Grey,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",52.455,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,2012-01-26,The Grey,False,6.6,3367
5476,False,/axg73mVxiZcE9Pzynu2uj1TYIgj.jpg,"[35, 10402, 18]",6575,en,Walk Hard: The Dewey Cox Story,"Following a childhood tragedy, Dewey Cox follows a long and winding road to music stardom. Dewey perseveres through changing musical styles, an addiction to nearly every drug known and bouts of uncontrollable rage.",16.979,/Aa1IQ4Cuin3d7qIahvPheMmR4E5.jpg,2007-12-21,Walk Hard: The Dewey Cox Story,False,6.6,552
5477,False,/qExU5Kb9p21geurT0EhknVcPIki.jpg,"[18, 28, 53]",4105,en,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.",18.755,/funhGWt9ee3Uwb6Ar8SGCCvbJdV.jpg,1989-09-22,Black Rain,False,6.6,873
5478,False,/yAJkaaxujWGz39AGeP4e8aBSLEW.jpg,"[35, 10749]",1610,en,Fever Pitch,"A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",9.226,/xTpZGWVo5DDk1oQUrUJcRjqGzGg.jpg,1997-04-04,Fever Pitch,False,6.6,208
5479,False,/x9McE1WFKnAHludiY7xfd7modDC.jpg,"[12, 16, 14]",123,en,The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,26.879,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg,1978-11-15,The Lord of the Rings,False,6.6,686
5480,False,/poRKW1DNzNXfZQPPSGDVaRcwN7a.jpg,"[10751, 10770, 16]",359983,en,The Lion Guard: Return of the Roar,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",44.224,/duqg6CiSik02nSXjiQHo8TcwY4b.jpg,2015-11-22,The Lion Guard: Return of the Roar,False,6.6,1100
5481,False,/uhYoytlNaq46dG81wLmHqaSuzWu.jpg,"[28, 12, 14]",76338,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",92.716,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,2013-10-30,Thor: The Dark World,False,6.6,15484
5482,False,/keEWjA5ykLJo851tIBFdmkxPxxh.jpg,"[27, 9648]",270303,en,It Follows,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",49.0,/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg,2014-09-24,It Follows,False,6.6,5524
5483,False,/fRMggmOJ9LadLlWXK5aZrIhpUGw.jpg,"[80, 18]",18129,en,The Grifters,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",13.759,/zMpGfkiDIdg5bB7WGcAT3Fdrfpt.jpg,1990-08-08,The Grifters,False,6.6,313
5484,False,/rjc5xPE3Y6JGIFCmVblAmszbcBM.jpg,"[27, 878]",14510,en,From Beyond,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",9.097,/yvBRkNA8wiuXupFk0Z7b5NhYW9r.jpg,1986-10-24,From Beyond,False,6.6,416
5485,False,/cf8qwkSTSuHrRH9yIKfM6QYoCtB.jpg,"[28, 878]",10881,pl,Avalon,"In a future world, young people are increasingly becoming addicted to an illegal (and potentially deadly) battle simulation game called Avalon. When Ash, a star player, hears of rumors that a more advanced level of the game exists somewhere, she gives up her loner ways and joins a gang of explorers. Even if she finds the gateway to the next level, will she ever be able to come back to reality?",9.353,/xm8byLTLqscSae3vFJDDggNeH1j.jpg,2001-01-20,Avalon,False,6.6,256
5486,False,/joXz5iPvhDvrHUejlviswMCZaEz.jpg,"[53, 18, 80]",164457,en,Out of the Furnace,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",19.917,/cOuQQ4eRpSBxb0G9OXzWE1pHPeq.jpg,2013-12-06,Out of the Furnace,False,6.6,1676
5487,False,/woPS80etP4HPh4vuW0sXnmK5d1p.jpg,"[80, 28, 53]",10650,en,Sudden Impact,"When a young rape victim takes justice into her own hands and becomes a serial killer, it's up to Dirty Harry Callahan, on suspension from the SFPD, to bring her to justice.",34.049,/zqkQxYFE3G9Oic02SK72gbHRpwe.jpg,1983-12-07,Sudden Impact,False,6.6,721
5488,False,/avFUqh0tmVDY8Wx9NUrg1jzIKIj.jpg,"[80, 18]",5121,en,The Sugarland Express,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",9.132,/csahjHhtJ9NzFKcxVcw7S4Pyfj.jpg,1974-04-05,The Sugarland Express,False,6.6,303
5489,False,/oSDn50nvqwofWGxbjZ2dSyMmcMQ.jpg,"[28, 12, 35, 10751, 14]",1593,en,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",35.023,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,2006-10-20,Night at the Museum,False,6.6,8978
5490,False,/u3irmJ8d9HPDk4udWV385K8mSQJ.jpg,"[9648, 878, 53, 18]",565743,en,The Vast of Night,"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.",16.179,/q2P9lYkctl5Ory71HEBMaFxbVlD.jpg,2019-06-01,The Vast of Night,False,6.6,824
5491,False,/cUkpSTVt0iUbIVFDxvUGs747OMW.jpg,"[35, 53]",480001,en,The Art of Self-Defense,"Casey is attacked at random on the street and enlists in a local dojo led by a charismatic and mysterious Sensei in an effort to learn how to defend himself. What he uncovers is a sinister world of fraternity, violence and hypermasculinity and a woman fighting for her place in it.",14.37,/bTq793Qwl3tCXb94zrDPAwppbsC.jpg,2019-07-12,The Art of Self-Defense,False,6.6,554
5492,False,/6WA9stUMbIkEPxn3D5SWlA8FIi7.jpg,"[28, 12, 878, 53]",351286,en,Jurassic World: Fallen Kingdom,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",84.571,/c9XxwwhPHdaImA2f1WEfEsbhaFB.jpg,2018-06-06,Jurassic World: Fallen Kingdom,False,6.6,10344
5493,False,/fKe9lWFvLXgTWaj9NpdAQxeRpom.jpg,"[18, 10749]",257785,en,Tulip Fever,An artist falls for a married young woman while he's commissioned to paint her portrait. The two invest in the risky tulip market in hopes to build a future together.,15.879,/aGBRTDMuYDKCA9g7NTGwtMZBWd.jpg,2017-07-13,Tulip Fever,False,6.6,602
5494,False,/A6d09KtZKdVGSg0gzsldjDwwvhD.jpg,"[12, 10751, 14]",241259,en,Alice Through the Looking Glass,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,64.305,/rmG0mRRDlFB7xRySYRUXAQkP86G.jpg,2016-05-25,Alice Through the Looking Glass,False,6.6,5713
5495,False,/4U3eeg6zP7eWZ8YHBpvdoAWAeui.jpg,"[9648, 10749, 53]",160139,en,Night Train to Lisbon,"Raimund Gregorius, having saved a beautiful Portuguese woman from leaping to her death, stumbles upon a mesmerizing book by a Portuguese author, which compels him to suddenly abandon the boring life he has led for years and to embark on an enthralling adventure.  In search of the author, Gregorius acts as detective, pulling together pieces of a puzzle that involves political and emotional intrigue and the highest possible stakes. His voyage is one that transcends time and space, delving into the realms of history, medicine and love, all in search of true meaning to his life.",15.245,/b8dsGEWUFFErKaOFxjrWjiBfQCq.jpg,2013-03-07,Night Train to Lisbon,False,6.6,333
5496,False,/iqrjewqeGYVrjxkVmmlL6DcgBT9.jpg,"[80, 18, 53]",44945,en,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",15.543,/gAU4c6rJ5fjhSfWfcinUi1HhFI9.jpg,2010-09-10,Trust,False,6.6,816
5497,False,/al0aXl47cWkf4jnKuPiEZtjWT8j.jpg,"[12, 18, 14]",559907,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",21.376,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,2021-07-29,The Green Knight,False,6.6,1355
5498,False,/qHXh0AOvrU36eMTCQOJjZaz8xvW.jpg,"[18, 35]",231576,en,Wish I Was Here,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",12.086,/hDDXIWLBS6rNPJS4tQvEXWxGXjK.jpg,2014-07-18,Wish I Was Here,False,6.6,642
5499,False,/tEt45P65WyqUKd0qp4qY1v3LQRG.jpg,"[53, 18]",186929,nl,Borgman,"An enigmatic vagrant cons himself into the home life of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.",9.217,/FrmwUEeIoBuKJIlYMPc52SfJGd.jpg,2013-05-13,Borgman,False,6.6,266
5500,False,/4BzmhmxdhAjsK1gcZfytYGAibr0.jpg,"[53, 28, 35, 80, 18, 10749]",11338,en,Into the Night,"Ed Okin used to have a boring life. He used to have trouble getting to sleep. Then one night, he met Diana. Now, Ed's having trouble staying alive.",12.283,/voqfHibbZVtl9o6D2MRcdQmN42i.jpg,1985-02-22,Into the Night,False,6.6,223
5501,False,/eEXjeAtbABRjDXEmAzBK9mR5xR6.jpg,"[28, 16, 878]",9389,fr,Renaissance,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",10.221,/btM2H1pXnudIALp4p6MnTBboRAN.jpg,2006-03-16,Renaissance,False,6.6,206
5502,False,/lenFpoDZMlMvBWml8CF682x9NTQ.jpg,"[35, 18, 36]",6538,en,Charlie Wilson's War,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",14.973,/45FghqcdSYRWK7PsHUInaFPNd8l.jpg,2007-12-19,Charlie Wilson's War,False,6.6,1217
5503,False,/6rlyp1KV3Lm07ExHIMgs6xtaIS5.jpg,"[35, 18, 36]",2290,en,Jakob the Liar,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto.",9.011,/djpm1Va3XDRYubtAtUV9ArX4FOE.jpg,1999-09-16,Jakob the Liar,False,6.6,292
5504,False,/pEfM9UCuCwoUtXWm8pZab7uQTuu.jpg,"[27, 53]",21407,en,The Collector,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",19.603,/e33HSokiAxhj8ptpAr2xAU4jnd8.jpg,2009-07-09,The Collector,False,6.6,1209
5505,False,/fDhUxDHgjXzLZEzHNgIS75SzaCA.jpg,[27],11281,en,Halloween II,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",29.887,/gL3dPbbZInWn4U9jd87uoFGOdot.jpg,1981-10-30,Halloween II,False,6.6,1637
5506,False,/el6KuGEa3z4JwnsmLSlD0BCCedH.jpg,[27],215,en,Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.",55.534,/apXhunaMbuMyq3IvSJ3xNYrh6Yu.jpg,2005-10-28,Saw II,False,6.6,4414
